,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Weather,Type of Weather,Rain Inches(last 3h),Snow Inches(last 3h)
431,Santo Domingo,DO,2020-04-02 21:53:30,18.5,-69.99,84.99,62,20,8.05,few clouds,Clouds,0.0,0.0
432,Pozo Colorado,PY,2020-04-02 21:53:30,-23.49,-58.8,83.7,62,100,12.17,overcast clouds,Clouds,0.0,0.0
433,Torit,SS,2020-04-02 21:53:30,4.41,32.57,80.04,48,97,1.79,overcast clouds,Clouds,0.0,0.0
434,Coronado,US,2020-04-02 21:53:14,32.69,-117.18,68.0,63,75,11.41,broken clouds,Clouds,0.0,0.0
435,Jiamusi,CN,2020-04-02 21:53:31,46.83,130.35,32.86,76,74,5.46,broken clouds,Clouds,0.0,0.0
436,Haines Junction,CA,2020-04-02 21:53:31,60.75,-137.51,25.75,82,14,1.57,few clouds,Clouds,0.0,0.0
437,Bom Jesus Do Galho,BR,2020-04-02 21:53:31,-19.83,-42.32,73.31,80,82,2.93,light rain,Rain,0.1047244094488189,0.0
438,Natal,BR,2020-04-02 21:51:13,-5.79,-35.21,82.4,88,75,8.05,broken clouds,Clouds,0.0,0.0
439,Uporovo,RU,2020-04-02 21:53:32,56.31,66.27,29.86,92,19,10.76,few clouds,Clouds,0.0,0.0
440,Killam,CA,2020-04-02 21:53:32,52.78,-111.85,12.0,50,64,1.01,broken clouds,Clouds,0.0,0.0
441,Srednekolymsk,RU,2020-04-02 21:53:32,67.45,153.68,0.75,92,86,3.04,overcast clouds,Clouds,0.0,0.0
442,Nyanza,RW,2020-04-02 21:53:32,-2.35,29.75,69.8,77,40,3.36,scattered clouds,Clouds,0.0,0.0
443,Dolores,AR,2020-04-02 21:53:34,-36.31,-57.68,62.06,56,0,12.66,clear sky,Clear,0.0,0.0
444,Luderitz,NA,2020-04-02 21:53:34,-26.65,15.16,66.2,63,0,2.24,clear sky,Clear,0.0,0.0
445,Worland,US,2020-04-02 21:53:34,44.02,-107.96,21.99,72,90,0.56,light snow,Snow,0.0,0.0
446,Olafsvik,IS,2020-04-02 21:53:35,64.89,-23.71,28.96,87,38,18.01,scattered clouds,Clouds,0.0,0.0
447,Vestmannaeyjar,IS,2020-04-02 21:53:35,63.44,-20.27,31.89,87,62,10.85,broken clouds,Clouds,0.0,0.0
448,Tuatapere,NZ,2020-04-02 21:53:35,-46.13,167.68,55.99,94,26,3.0,scattered clouds,Clouds,0.0,0.0
449,Bonthe,SL,2020-04-02 21:53:36,7.53,-12.51,81.66,84,67,8.01,broken clouds,Clouds,0.0,0.0
450,Trelew,AR,2020-04-02 21:53:36,-43.25,-65.31,71.87,23,46,15.59,scattered clouds,Clouds,0.0,0.0
451,Mangrol,IN,2020-04-02 21:53:36,21.12,70.12,75.69,69,0,11.5,clear sky,Clear,0.0,0.0
452,Bondoukou,CI,2020-04-02 21:53:36,8.03,-2.8,82.04,60,70,3.13,light rain,Rain,0.014566929133858268,0.0
453,Along,IN,2020-04-02 21:53:36,28.17,94.77,61.23,63,91,4.72,light rain,Rain,0.007874015748031498,0.0
454,Kencong,ID,2020-04-02 21:53:37,-8.28,113.37,80.02,74,81,3.06,light rain,Rain,0.03818897637795276,0.0
455,Sao Miguel,BR,2020-04-02 21:53:37,-5.47,-35.37,82.4,88,40,6.93,scattered clouds,Clouds,0.0,0.0
456,Zhangjiakou,CN,2020-04-02 21:53:38,40.81,114.88,39.47,43,0,5.5,clear sky,Clear,0.0,0.0
457,Salalah,OM,2020-04-02 21:53:38,17.02,54.09,80.6,83,40,5.82,scattered clouds,Clouds,0.0,0.0
458,Pinyug,RU,2020-04-02 21:53:38,60.25,47.78,26.42,96,44,7.92,scattered clouds,Clouds,0.0,0.0
459,Perevoz,RU,2020-04-02 21:53:38,55.6,44.54,34.29,85,100,10.4,overcast clouds,Clouds,0.0,0.0
460,Camacha,PT,2020-04-02 21:53:39,33.08,-16.33,62.6,72,20,11.41,few clouds,Clouds,0.0,0.0
461,San Matias,BO,2020-04-02 21:53:39,-16.37,-58.4,89.53,62,62,3.69,light rain,Rain,0.007874015748031498,0.0
462,Kiunga,PG,2020-04-02 21:53:39,-6.12,141.29,74.16,97,98,3.67,moderate rain,Rain,0.29566929133858266,0.0
463,Denpasar,ID,2020-04-02 21:52:18,-8.65,115.22,80.6,94,40,3.36,scattered clouds,Clouds,0.0,0.0
464,Zinder,NE,2020-04-02 21:53:40,13.81,8.99,91.98,15,100,7.52,overcast clouds,Clouds,0.0,0.0
465,Jacobabad,PK,2020-04-02 21:53:40,28.28,68.44,76.98,20,1,2.3,clear sky,Clear,0.0,0.0
466,Kyrnasivka,UA,2020-04-02 21:53:40,48.6,28.98,39.92,59,0,5.44,clear sky,Clear,0.0,0.0
467,Moron,AR,2020-04-02 21:50:25,-34.65,-58.62,70.0,52,0,6.93,clear sky,Clear,0.0,0.0
468,Toda Raisingh,IN,2020-04-02 21:53:41,26.03,75.48,73.71,27,0,5.08,clear sky,Clear,0.0,0.0
469,Kasongo-Lunda,CD,2020-04-02 21:53:41,-6.47,16.82,74.28,76,100,1.97,overcast clouds,Clouds,0.0,0.0
470,Trenggalek,ID,2020-04-02 21:53:41,-8.05,111.72,76.24,83,86,1.07,overcast clouds,Clouds,0.0,0.0
471,Usogorsk,RU,2020-04-02 21:53:41,63.41,48.69,22.44,96,65,5.7,broken clouds,Clouds,0.0,0.0
472,Tiarei,PF,2020-04-02 21:53:42,-17.53,-149.33,86.0,66,3,8.05,clear sky,Clear,0.0,0.0
473,Vila Do Maio,CV,2020-04-02 21:53:42,15.13,-23.22,73.0,80,87,14.16,overcast clouds,Clouds,0.0,0.0
474,Alihe,CN,2020-04-02 21:53:42,50.57,123.72,24.17,90,100,12.33,light snow,Snow,0.0,0.05236220472440945
475,Kidal,ML,2020-04-02 21:53:42,18.44,1.41,84.33,9,0,9.42,clear sky,Clear,0.0,0.0
476,Blyth,GB,2020-04-02 21:53:43,55.13,-1.51,43.0,48,73,14.99,broken clouds,Clouds,0.0,0.0
477,Danielskuil,ZA,2020-04-02 21:53:43,-28.19,23.54,62.11,46,89,8.88,light rain,Rain,0.03897637795275591,0.0
478,Okha,RU,2020-04-02 21:53:43,53.57,142.95,28.38,93,100,16.08,overcast clouds,Clouds,0.0,0.0
479,Mugla,TR,2020-04-02 21:53:44,37.23,28.36,51.8,87,75,4.7,broken clouds,Clouds,0.0,0.0
480,Houma,US,2020-04-02 21:51:51,29.6,-90.72,78.01,46,40,10.29,scattered clouds,Clouds,0.0,0.0
481,Atherton,GB,2020-04-02 21:53:44,53.52,-2.49,46.4,65,2,10.29,clear sky,Clear,0.0,0.0
482,Karlskrona,SE,2020-04-02 21:53:44,56.16,15.59,37.4,72,80,14.99,light snow,Snow,0.0,0.048031496062992125
483,Portland,US,2020-04-02 21:50:06,45.52,-122.68,53.01,53,75,10.29,light rain,Rain,0.0,0.0
484,Andenes,NO,2020-04-02 21:53:45,69.31,16.12,24.8,62,99,9.17,light snow,Snow,0.0,0.013385826771653545
485,Kuala Terengganu,MY,2020-04-02 21:53:45,5.33,103.14,78.8,94,40,3.36,scattered clouds,Clouds,0.0,0.0
486,Noyabrsk,RU,2020-04-02 21:53:46,63.2,75.45,23.4,97,100,19.42,light snow,Snow,0.0,0.042913385826771656
487,Jena,DE,2020-04-02 21:53:46,50.93,11.58,41.0,69,67,8.05,broken clouds,Clouds,0.0,0.0
488,Toksovo,RU,2020-04-02 21:53:46,60.15,30.52,39.99,77,90,6.71,overcast clouds,Clouds,0.0,0.0
489,Ha Tinh,VN,2020-04-02 21:53:46,18.33,105.9,74.7,93,37,0.74,scattered clouds,Clouds,0.0,0.0
490,Maldonado,UY,2020-04-02 21:53:47,-34.67,-54.92,66.2,68,75,32.21,broken clouds,Clouds,0.0,0.0
491,Locri,IT,2020-04-02 21:53:47,38.24,16.26,54.0,71,40,3.36,scattered clouds,Clouds,0.0,0.0
492,Te Anau,NZ,2020-04-02 21:49:04,-45.42,167.72,53.01,73,18,0.67,few clouds,Clouds,0.0,0.0
493,Port Moresby,PG,2020-04-02 21:53:47,-9.44,147.18,77.09,81,85,2.37,light rain,Rain,0.005905511811023622,0.0
494,Saint Simons,US,2020-04-02 21:53:48,31.14,-81.39,73.4,55,1,10.29,clear sky,Clear,0.0,0.0
495,Eregli,TR,2020-04-02 21:53:48,37.51,34.05,47.97,40,48,8.3,scattered clouds,Clouds,0.0,0.0
496,Palora,EC,2020-04-02 21:53:48,-1.7,-77.93,68.0,94,90,4.7,light rain,Rain,0.0,0.0
497,Kirkland Lake,CA,2020-04-02 21:53:21,48.14,-80.04,37.4,69,90,17.22,overcast clouds,Clouds,0.0,0.0
498,Finschhafen,PG,2020-04-02 21:53:49,-6.6,147.87,80.04,76,100,5.26,light rain,Rain,0.05078740157480315,0.0
499,Sergeyevka,KZ,2020-04-02 21:53:49,53.88,67.42,28.08,94,0,9.69,clear sky,Clear,0.0,0.0
500,Paragominas,BR,2020-04-02 21:53:49,-2.97,-47.48,79.86,86,100,3.06,light rain,Rain,0.03228346456692913,0.0
501,Hammerfest,NO,2020-04-02 21:53:50,70.66,23.68,19.4,67,76,19.46,broken clouds,Clouds,0.0,0.0
502,Buchanan,LR,2020-04-02 21:53:50,5.88,-10.05,80.6,88,40,3.49,scattered clouds,Clouds,0.0,0.0
503,Yatou,CN,2020-04-02 21:53:50,37.15,122.38,43.2,71,0,7.78,clear sky,Clear,0.0,0.0
504,Tooele,US,2020-04-02 21:53:50,40.53,-112.3,43.0,44,1,3.36,clear sky,Clear,0.0,0.0
505,Komsomolskiy,UZ,2020-04-02 21:53:50,40.43,71.72,51.8,57,3,4.7,clear sky,Clear,0.0,0.0
506,Hondagua,PH,2020-04-02 21:53:51,13.95,122.24,76.64,83,8,10.58,clear sky,Clear,0.0,0.0
507,Grindavik,IS,2020-04-02 21:53:51,63.84,-22.43,26.6,53,20,14.99,few clouds,Clouds,0.0,0.0
508,Provideniya,RU,2020-04-02 21:53:51,64.38,-173.3,28.4,92,90,13.42,snow,Snow,0.0,0.0
509,Bowen,AU,2020-04-02 21:53:52,-20.02,148.23,75.99,94,90,1.12,overcast clouds,Clouds,0.0,0.0
510,Sorrento,IT,2020-04-02 21:53:52,40.63,14.37,50.0,61,100,2.24,overcast clouds,Clouds,0.0,0.0
511,San Patricio,MX,2020-04-02 21:53:53,19.22,-104.7,86.0,74,5,23.04,clear sky,Clear,0.0,0.0
512,Goderich,CA,2020-04-02 21:53:53,43.75,-81.72,48.0,75,25,13.11,scattered clouds,Clouds,0.0,0.0
513,Homer,US,2020-04-02 21:53:53,59.64,-151.55,37.99,93,90,8.05,light rain,Rain,0.0,0.0
514,Mathbaria,BD,2020-04-02 21:53:54,22.29,89.96,78.03,90,0,10.25,clear sky,Clear,0.0,0.0
515,Butterworth,MY,2020-04-02 21:53:54,5.4,100.36,80.6,100,20,4.47,few clouds,Clouds,0.0,0.0
516,Belogorsk,RU,2020-04-02 21:53:54,50.92,128.46,24.53,84,100,9.86,overcast clouds,Clouds,0.0,0.0
517,Port-Gentil,GA,2020-04-02 21:53:55,-0.72,8.78,82.18,84,100,11.65,light rain,Rain,0.05314960629921261,0.0
518,Weihai,CN,2020-04-02 21:53:55,37.5,122.11,44.01,74,0,9.19,clear sky,Clear,0.0,0.0
519,Khuzdar,PK,2020-04-02 21:53:55,27.74,66.64,66.49,21,1,1.43,clear sky,Clear,0.0,0.0
520,Lorengau,PG,2020-04-02 21:53:56,-2.02,147.27,82.53,78,65,7.27,broken clouds,Clouds,0.0,0.0
521,Sunbury,AU,2020-04-02 21:53:56,-37.58,144.73,61.0,87,75,19.46,broken clouds,Clouds,0.0,0.0
522,Sivas,TR,2020-04-02 21:53:56,39.79,37.0,39.2,93,75,10.29,light intensity shower rain,Rain,0.0,0.0
523,Dossor,KZ,2020-04-02 21:53:56,47.53,52.98,44.01,58,100,15.86,light rain,Rain,0.012204724409448819,0.0
524,Mandurah,AU,2020-04-02 21:53:57,-32.55,115.7,52.0,87,41,2.24,scattered clouds,Clouds,0.0,0.0
525,Inirida,CO,2020-04-02 21:53:57,3.87,-67.92,87.39,60,13,2.17,few clouds,Clouds,0.0,0.0
526,Nizwa,OM,2020-04-02 21:53:57,22.93,57.53,77.83,32,0,5.01,clear sky,Clear,0.0,0.0
527,Perry,US,2020-04-02 21:53:57,37.25,-83.2,63.0,38,1,5.82,clear sky,Clear,0.0,0.0
528,Ormara,PK,2020-04-02 21:53:58,25.21,64.64,75.81,65,0,8.77,clear sky,Clear,0.0,0.0
529,Lasa,IT,2020-04-02 21:53:58,46.62,10.7,46.4,58,5,4.7,clear sky,Clear,0.0,0.0
530,Mbandaka,CD,2020-04-02 21:53:59,0.05,18.26,77.13,73,62,3.56,broken clouds,Clouds,0.0,0.0
531,Kpandu,GH,2020-04-02 21:53:59,7.0,0.29,80.98,68,87,6.13,overcast clouds,Clouds,0.0,0.0
532,Noumea,NC,2020-04-02 21:51:08,-22.28,166.46,78.8,74,75,12.75,broken clouds,Clouds,0.0,0.0
533,Edea,CM,2020-04-02 21:53:59,3.8,10.13,84.2,83,40,1.12,scattered clouds,Clouds,0.0,0.0
534,Kosonsoy,UZ,2020-04-02 21:54:00,41.26,71.55,51.8,57,0,4.7,clear sky,Clear,0.0,0.0
535,Umtata,ZA,2020-04-02 21:54:00,-31.59,28.78,57.2,87,32,4.7,scattered clouds,Clouds,0.0,0.0
536,Buin,CL,2020-04-02 21:54:00,-33.73,-70.75,91.4,11,0,5.82,clear sky,Clear,0.0,0.0
537,Formosa Do Rio Preto,BR,2020-04-02 21:54:01,-11.05,-45.19,74.95,78,100,3.27,light rain,Rain,0.04960629921259843,0.0
538,Ende,ID,2020-04-02 21:49:52,-8.84,121.66,82.63,71,76,2.73,broken clouds,Clouds,0.0,0.0
539,Huarmey,PE,2020-04-02 21:54:01,-10.07,-78.15,81.64,56,12,9.15,few clouds,Clouds,0.0,0.0
540,Le Vauclin,MQ,2020-04-02 21:54:01,14.55,-60.84,84.2,74,75,11.41,broken clouds,Clouds,0.0,0.0
541,Pasinler,TR,2020-04-02 21:54:02,39.98,41.68,33.8,80,40,5.82,scattered clouds,Clouds,0.0,0.0
542,Kenai,US,2020-04-02 21:52:52,60.55,-151.26,35.6,86,90,8.05,light rain,Rain,0.0,0.0
543,Kayes,ML,2020-04-02 21:54:02,14.0,-11.0,100.4,15,0,6.93,clear sky,Clear,0.0,0.0
544,Varnamo,SE,2020-04-02 21:54:02,57.19,14.04,37.99,78,46,16.11,scattered clouds,Clouds,0.0,0.0
545,Qaqortoq,GL,2020-04-02 21:54:03,60.72,-46.03,28.4,28,20,14.99,few clouds,Clouds,0.0,0.0
546,Zheleznodorozhnyy,RU,2020-04-02 21:52:13,55.75,38.0,41.0,80,40,6.71,scattered clouds,Clouds,0.0,0.0
547,Kungurtug,RU,2020-04-02 21:54:03,50.6,97.52,22.55,61,0,3.69,clear sky,Clear,0.0,0.0
548,Svecha,RU,2020-04-02 21:54:03,58.28,47.52,29.52,96,70,7.61,broken clouds,Clouds,0.0,0.0
549,Naters,CH,2020-04-02 21:54:03,46.33,7.99,50.0,50,75,3.36,broken clouds,Clouds,0.0,0.0
550,Maragogi,BR,2020-04-02 21:52:15,-9.01,-35.22,80.29,81,100,8.86,light rain,Rain,0.048818897637795275,0.0
551,Acarau,BR,2020-04-02 21:54:04,-2.89,-40.12,80.08,86,100,7.99,light rain,Rain,0.007086614173228346,0.0
552,Creetown,GB,2020-04-02 21:54:04,54.9,-4.38,44.01,79,40,13.87,scattered clouds,Clouds,0.0,0.0
553,Bulawayo,ZW,2020-04-02 21:54:04,-20.15,28.58,57.54,56,46,13.98,scattered clouds,Clouds,0.0,0.0
554,Ciudad Bolivar,VE,2020-04-02 21:54:04,8.12,-63.55,97.23,33,99,7.43,overcast clouds,Clouds,0.0,0.0
555,Colares,PT,2020-04-02 21:54:05,38.8,-9.45,55.4,87,20,9.17,few clouds,Clouds,0.0,0.0
556,Ilebo,CD,2020-04-02 21:54:05,-4.32,20.58,75.11,78,94,2.48,overcast clouds,Clouds,0.0,0.0
